ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
FPI,Farmland Partners Inc.,70.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,100.0,63.9,65.0,50.0,60.0,56.0,False,up,,,0,102.1,True,2,{'profit_margin_pct': 60.9},"{'revenue_growth_yoy': np.float64(102.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(18.3), 'rs_6m': np.float64(8.5), 'rs_line_percentile': 56.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 59.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 8.0}",11.57,512399424,Real Estate,REIT - Specialty,7.2,3.1,False,13.225,-12.5,4.0,False,12.5,12.5,12.5,2.0,hold,8.0,,,6.1,-47.3,-9.16,-1.08,3.11,39.3,0.36,1.95,True,-7.38,4.3,-29.9,48.0,2026-05-06,False,False,6.0,NEUTRAL,5.72,54.7,,2026-03-19T07:54:49.760795
MNR,Mach Natural Resources LP,69.8,⭐⭐ GOOD,🟡 Good,55.0,90.0,66.6,70.0,70.0,60.0,60.5,False,up,,,0,70.9,True,1,{'profit_margin_pct': 13.7},"{'revenue_growth_yoy': np.float64(70.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(28.5), 'rs_6m': np.float64(6.6), 'rs_line_percentile': 60.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.0, 'debt_to_equity': 0.58, 'current_ratio': 1.05, 'operating_margin_pct': 30.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 37.6}",13.81,2325919232,Energy,Oil & Gas E&P,2.3,5.6,False,15.91,-13.2,5.0,False,19.0,20.0,17.0,6.0,strong_buy,37.6,,,24.74,79.1,-18.42,-2.54,14.27,178.0,1.97,,False,,3.0,22.7,49.0,2026-05-07,False,False,4.0,NEUTRAL,6.25,6.4,0.49,2026-03-19T07:45:59.982839
PRPO,"Precipio, Inc.",69.7,⭐⭐ GOOD,🟡 Good,50.0,90.0,91.0,60.0,50.0,100.0,98.3,True,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(21.2), 'rs_6m': np.float64(61.8), 'rs_line_percentile': 98.3, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",28.56,50037320,Healthcare,Diagnostics & Research,0.2,0.2,False,29.53,-3.3,8.0,True,,,,,none,,18.46,-35.4,,,1.53,0.44,,,,,False,,-13.6,,,,False,False,6.0,NEUTRAL,-8.22,-258.5,,2026-03-19T07:45:28.605798
RBKB,"Rhinebeck Bancorp, Inc.",69.6,⭐⭐ GOOD,🟡 Good,55.0,90.0,83.0,60.0,50.0,80.0,87.2,False,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(23.3), 'rs_6m': np.float64(22.3), 'rs_line_percentile': 87.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",15.13,168634176,Financial Services,Banks - Regional,1.8,4.3,False,16.5,-8.3,8.0,True,,,,,none,,,,9.2,-39.2,,,,,,,True,-0.08,,,,,False,False,4.0,NEUTRAL,,,,2026-03-19T07:53:36.076267
ATLO,Ames National Corporation,69.3,⭐⭐ GOOD,🟡 Good,60.0,80.0,86.3,60.0,50.0,95.0,93.2,False,up,,,0,20.8,True,1,{'profit_margin_pct': 29.3},"{'revenue_growth_yoy': np.float64(20.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(14.0), 'rs_6m': np.float64(30.1), 'rs_line_percentile': 93.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 9.9, 'operating_margin_pct': 46.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",26.28,233686160,Financial Services,Banks - Regional,2.9,6.0,False,28.35,-7.3,8.0,True,,,,,none,,,,64.2,144.3,,,3.65,37.4,0.96,4.86,True,-0.72,,44.1,28.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.14,2026-03-19T07:44:55.347957
BFLY,"Butterfly Network, Inc.",69.1,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,60.0,60.0,80.0,76.4,False,flat,,,0,48.5,True,1,{'profit_margin_pct': -79.0},"{'revenue_growth_yoy': np.float64(48.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(20.5), 'rs_6m': np.float64(141.4), 'rs_line_percentile': 76.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': -42.2, 'debt_to_equity': 0.1, 'current_ratio': 3.83, 'operating_margin_pct': -36.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 40.8}",3.95,1005799808,Healthcare,Medical Devices,15.3,4.0,True,5.03,-21.5,8.0,True,5.56,6.0,5.25,4.0,none,40.8,2.36,-40.3,,,1.27,0.06,,,,,False,,-50.6,,43.0,2026-05-01,False,False,3.0,NEUTRAL,-8.62,-39.8,,2026-03-19T07:47:36.008014
LTC,"LTC Properties, Inc.",69.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,68.7,65.0,50.0,60.0,57.0,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(16.7), 'rs_6m': np.float64(11.6), 'rs_line_percentile': 57.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.7}",38.75,1879753216,Real Estate,REIT - Healthcare Facilities,8.3,6.4,True,40.8,-5.0,6.0,False,40.57,45.0,37.0,7.0,hold,4.7,116.73,201.2,75.6,95.1,7.1,2.75,5.88,90.5,2.28,6.44,False,,4.5,176.0,46.0,2026-05-04,False,False,6.0,NEUTRAL,5.7,30.7,0.05,2026-03-19T07:45:23.621147
MIRM,"Mirum Pharmaceuticals, Inc.",68.6,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,50.0,70.0,80.0,78.5,False,up,,,0,33.5,True,1,{'profit_margin_pct': -4.5},"{'revenue_growth_yoy': np.float64(33.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(39.0), 'rs_6m': np.float64(24.4), 'rs_line_percentile': 78.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -8.6, 'debt_to_equity': 1.02, 'current_ratio': 2.67, 'operating_margin_pct': -3.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 36.0}",91.66,5530912768,Healthcare,Biotechnology,12.6,10.3,True,109.28,-16.1,7.0,True,124.64,140.0,95.0,11.0,strong_buy,36.0,69.27,-24.4,,,1.78,1.63,,,,,False,,-0.5,,48.0,2026-05-06,False,False,6.0,NEUTRAL,-0.13,-2.0,,2026-03-19T07:51:38.257888
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80.0,79.6,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-11.4), 'rs_6m': np.float64(32.0), 'rs_line_percentile': 79.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 53.5}",30.53,3818241792,Healthcare,Drug Manufacturers - Specialty & Generic,8.1,5.5,True,38.0,-19.7,7.0,True,46.86,54.0,39.0,7.0,strong_buy,53.5,75.19,146.3,49.2,61.2,5.81,1.77,,,,,True,-0.29,6.3,376.2,42.0,2026-04-30,False,False,4.0,NEUTRAL,7.15,167.1,0.02,2026-03-19T07:46:16.368019
RRBI,"Red River Bancshares, Inc.",68.0,⭐⭐ GOOD,🟡 Good,60.0,70.0,89.0,65.0,50.0,95.0,93.4,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.7},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(20.9), 'rs_6m': np.float64(32.4), 'rs_line_percentile': 93.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 12.5, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 12.3}",86.67,570044672,Financial Services,Banks - Regional,2.6,2.6,False,93.9,-7.7,8.0,True,97.33,105.0,90.0,3.0,none,12.3,,,173.54,100.2,,,0.77,8.5,0.67,0.61,True,-2.38,,13.6,42.0,2026-04-30,False,False,5.0,NEUTRAL,,,0.43,2026-03-19T07:53:49.552089
NBBK,"NB Bancorp, Inc.",67.5,⭐⭐ GOOD,🟡 Good,60.0,90.0,57.6,60.0,65.0,60.0,58.8,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-2.0), 'rs_6m': np.float64(9.0), 'rs_line_percentile': 58.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.2}",20.13,918024128,Financial Services,Banks - Regional,2.9,3.1,False,22.7,-11.3,6.0,False,24.0,24.0,24.0,2.0,buy,19.2,,,13.4,-33.4,,,1.39,10.4,0.28,,True,-8.4,,-26.2,34.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-19T07:46:40.876166
NTLA,"Intellia Therapeutics, Inc.",67.3,⭐⭐ GOOD,🟡 Good,50.0,100.0,56.6,60.0,70.0,35.0,27.3,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(47.1), 'rs_6m': np.float64(5.5), 'rs_line_percentile': 27.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 91.4}",13.21,1560544128,Healthcare,Biotechnology,42.0,10.8,True,28.25,-53.2,5.0,False,25.29,106.0,5.0,21.0,buy,91.4,,,,,-14.95,-1.97,,,,,False,,-94.5,,49.0,2026-05-07,False,False,2.0,WEAK,-36.63,-80.6,,2026-03-19T07:48:37.819549
BDSX,"Biodesix, Inc.",67.0,⭐⭐ GOOD,🟡 Good,50.0,90.0,75.0,50.0,70.0,60.0,73.9,False,up,,,0,60.1,True,1,{'profit_margin_pct': -39.8},"{'revenue_growth_yoy': np.float64(60.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(106.0), 'rs_6m': np.float64(158.2), 'rs_line_percentile': 73.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -383.1, 'current_ratio': 1.86, 'operating_margin_pct': -6.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 86.5}",16.09,158620976,Healthcare,Diagnostics & Research,3.6,1.4,False,20.21,-20.4,8.0,True,30.0,40.0,20.0,4.0,strong_buy,86.5,,,,,-7.46,-1.2,,,,,False,,-3.6,,55.0,2026-05-13,False,False,4.0,NEUTRAL,-12.83,-64.2,,2026-03-19T07:46:27.150714
NGS,"Natural Gas Services Group, Inc",66.9,⭐⭐ GOOD,🟡 Good,55.0,60.0,88.3,75.0,65.0,100.0,98.0,True,up,,,0,6.7,True,1,{'profit_margin_pct': 11.6},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(17.6), 'rs_6m': np.float64(39.3), 'rs_line_percentile': 98.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.5, 'debt_to_equity': 0.85, 'current_ratio': 2.33, 'operating_margin_pct': 20.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 23.2}",37.33,469197696,Energy,Oil & Gas Equipment & Services,2.0,2.1,False,40.0,-6.7,8.0,True,46.0,50.0,39.0,4.0,strong_buy,23.2,,,44.1,18.1,-14.71,-5.49,0.56,6.8,0.21,,False,,2.9,43.5,53.0,2026-05-11,False,False,8.0,STRONG,,7.2,0.38,2026-03-19T07:51:15.873066
ATEX,Anterix Inc.,66.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,60.0,60.0,73.4,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(81.3), 'rs_6m': np.float64(77.8), 'rs_line_percentile': 73.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 45.2}",38.11,713910400,Communication Services,Telecom Services,14.3,2.8,True,40.67,-6.3,7.0,True,55.33,72.0,44.0,3.0,none,45.2,,,43.5,14.1,-5.09,-1.94,,,,,True,-0.41,-179.7,,96.0,2026-06-23,False,False,2.0,WEAK,-7.12,-123.6,,2026-03-19T07:51:24.015829
MBBC,"Marathon Bancorp, Inc.",66.3,⭐⭐ GOOD,🟡 Good,50.0,80.0,86.3,60.0,50.0,95.0,91.5,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(17.3), 'rs_6m': np.float64(33.1), 'rs_line_percentile': 91.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.78,40494196,Financial Services,Banks - Regional,0.2,4.1,False,14.64,-5.9,8.0,True,,,,,none,,,,8.7,-36.9,,,,,,,True,-0.09,,459.8,,,False,False,4.0,NEUTRAL,,,0.05,2026-03-19T07:56:10.311808
